window_end_ts,p50_ingest_ms,p95_ingest_ms,p50_feature_ms,p95_feature_ms
2025-08-15T10:00:03+00:00,0.09,0.62,520.33,950.34
2025-08-15T10:00:03+00:00,0.11,0.96,523.94,954.33
2025-08-15T10:00:03+00:00,0.07,0.13,512.75,955.24
2025-08-15T10:00:03+00:00,0.06,0.13,513.1,942.16
2025-08-15T10:00:03+00:00,0.07,0.49,507.87,956.13
2025-08-15T10:00:03+00:00,0.07,0.14,503.8,954.05
2025-08-15T10:00:03+00:00,0.07,0.11,500.97,952.24
2025-08-15T10:00:03+00:00,0.07,0.7,502.19,958.64
2025-08-15T10:00:03+00:00,0.06,0.11,504.9,952.43
2025-08-15T10:00:03+00:00,0.07,0.37,508.45,955.1
2025-08-15T10:00:03+00:00,0.07,0.12,485.21,949.04
2025-08-15T10:00:03+00:00,0.07,0.12,510.95,947.42
2025-08-15T10:00:03+00:00,0.06,0.11,506.54,951.91
2025-08-15T10:00:03+00:00,0.08,0.38,502.55,947.01
2025-08-15T10:00:03+00:00,0.07,0.12,515.77,954.81
2025-08-15T10:00:03+00:00,0.06,0.11,502.77,942.08
2025-08-15T10:00:03+00:00,0.07,0.28,494.67,962.14
2025-08-15T10:00:03+00:00,0.07,0.13,510.96,943.64
2025-08-15T10:00:03+00:00,0.06,0.1,500.5,948.48
2025-08-15T10:00:03+00:00,0.06,0.12,505.14,951.48
2025-08-15T10:00:03+00:00,0.08,0.34,495.48,945.92
2025-08-15T10:00:03+00:00,0.08,0.12,502.58,955.61
2025-08-15T10:00:03+00:00,0.07,0.13,500.4,953.19
2025-08-15T10:00:03+00:00,0.07,0.36,489.18,940.35
2025-08-15T10:00:03+00:00,0.07,0.14,518.79,952.05
2025-08-15T10:00:03+00:00,0.06,0.11,491.18,949.31
2025-08-15T10:00:03+00:00,0.07,0.37,511.43,949.99
2025-08-15T10:00:03+00:00,0.07,0.13,499.16,948.95
2025-08-15T10:00:03+00:00,0.06,0.12,504.74,957.87
2025-08-15T10:00:03+00:00,0.08,0.39,507.91,949.84
2025-08-15T10:00:03+00:00,0.06,0.11,508.62,956.14
2025-08-15T10:00:03+00:00,0.06,0.11,497.88,945.09
2025-08-15T10:00:03+00:00,0.08,0.15,495.61,956.72
2025-08-15T10:00:03+00:00,0.08,0.33,496.82,943.57
2025-08-15T10:00:03+00:00,0.07,0.15,521.41,962.43
2025-08-15T10:00:03+00:00,0.06,0.16,520.76,955.24
2025-08-15T10:00:03+00:00,0.07,0.11,514.94,945.46
2025-08-15T10:00:03+00:00,0.08,0.52,521.02,958.87
2025-08-15T10:00:03+00:00,0.07,0.12,509.6,956.59
2025-08-15T10:00:03+00:00,0.07,0.19,516.16,956.42
2025-08-15T10:00:03+00:00,0.08,0.91,520.52,948.51
2025-08-15T10:00:03+00:00,0.08,0.16,505.5,940.52
2025-08-15T10:00:03+00:00,0.08,0.54,490.05,952.9
2025-08-15T10:00:03+00:00,0.06,0.12,506.71,964.18
2025-08-15T10:00:03+00:00,0.06,0.12,508.31,948.57
2025-08-15T10:00:03+00:00,0.08,0.35,508.56,947.14
2025-08-15T10:00:03+00:00,0.08,0.14,517.59,956.68
2025-08-15T10:00:03+00:00,0.06,0.13,499.78,942.86
2025-08-15T10:00:03+00:00,0.07,0.64,512.49,961.29
2025-08-15T10:00:03+00:00,0.06,0.1,529.04,948.74
2025-08-15T10:00:03+00:00,0.07,0.59,502.47,944.91
2025-08-15T10:00:03+00:00,0.06,0.15,500.94,959.32
2025-08-15T10:00:03+00:00,0.07,0.11,508.6,953.07
2025-08-15T10:00:03+00:00,0.08,0.63,507.6,954.09
2025-08-15T10:00:03+00:00,0.06,0.11,488.01,938.34
2025-08-15T10:00:03+00:00,0.06,0.11,488.6,968.89
2025-08-15T10:00:03+00:00,0.07,0.11,497.17,942.44
2025-08-15T10:00:03+00:00,0.09,7.06,481.93,951.59
2025-08-15T10:00:03+00:00,0.07,0.15,507.93,945.69
2025-08-15T10:00:03+00:00,0.06,0.11,484.51,944.18
2025-08-15T10:00:03+00:00,0.07,0.13,515.48,960.5
2025-08-15T10:00:03+00:00,0.08,0.44,502.4,950.2
2025-08-15T10:00:03+00:00,0.07,0.14,486.71,945.68
2025-08-15T10:00:03+00:00,0.06,0.13,513.05,954.11
2025-08-15T10:00:03+00:00,0.08,0.7,507.72,948.97
2025-08-15T10:00:03+00:00,0.06,0.1,525.91,951.49
2025-08-15T10:00:03+00:00,0.06,0.15,515.32,953.07
2025-08-15T10:00:03+00:00,0.06,0.12,499.99,945.11
2025-08-15T10:00:03+00:00,0.09,0.45,495.76,963.2
2025-08-15T10:00:03+00:00,0.06,0.11,512.0,940.97
2025-08-15T10:00:03+00:00,0.07,0.12,500.21,972.01
2025-08-15T10:00:03+00:00,0.1,0.55,489.23,935.66
2025-08-15T10:00:03+00:00,0.06,0.11,515.35,954.11
2025-08-15T10:00:03+00:00,0.07,0.16,494.29,947.98
2025-08-15T10:00:03+00:00,0.07,0.24,500.62,962.5
2025-08-15T10:00:03+00:00,0.06,0.11,487.86,944.7
2025-08-15T10:00:03+00:00,0.07,0.14,494.52,953.53
2025-08-15T10:00:03+00:00,0.08,0.53,506.82,955.2
2025-08-15T10:00:03+00:00,0.06,0.12,509.92,957.68
2025-08-15T10:00:03+00:00,0.06,0.13,495.36,952.64
2025-08-15T10:00:03+00:00,0.06,0.11,499.79,952.94
2025-08-15T10:00:03+00:00,0.07,0.44,500.56,951.95
2025-08-15T10:00:03+00:00,0.06,0.12,507.35,943.58
2025-08-15T10:00:03+00:00,0.06,0.16,508.54,952.7
2025-08-15T10:00:03+00:00,0.06,0.1,511.26,944.63
2025-08-15T10:00:03+00:00,0.09,0.48,500.46,960.47
2025-08-15T10:00:03+00:00,0.07,0.15,507.01,941.97
2025-08-15T10:00:03+00:00,0.06,0.1,509.22,960.36
2025-08-15T10:00:03+00:00,0.06,0.11,504.03,951.76
2025-08-15T10:00:03+00:00,0.08,0.4,510.1,958.25
2025-08-15T10:00:03+00:00,0.06,0.11,507.78,948.2
2025-08-15T10:00:03+00:00,0.06,0.13,501.12,944.35
2025-08-15T10:00:03+00:00,0.07,0.18,499.34,954.05
2025-08-15T10:00:03+00:00,0.08,0.3,496.31,946.41
2025-08-15T10:00:03+00:00,0.07,0.12,515.74,950.51
2025-08-15T10:00:03+00:00,0.06,0.14,509.75,965.71
2025-08-15T10:00:03+00:00,0.1,0.2,506.49,948.94
2025-08-15T10:00:03+00:00,0.08,0.15,505.15,949.96
2025-08-15T10:00:03+00:00,0.06,0.12,517.35,962.6
2025-08-15T10:00:03+00:00,0.06,0.13,513.33,950.05
2025-08-15T10:00:03+00:00,0.07,0.12,515.64,954.62
2025-08-15T10:00:03+00:00,0.06,0.13,502.28,952.18
2025-08-15T10:00:03+00:00,0.08,0.73,495.54,950.87
2025-08-15T10:00:03+00:00,0.07,0.16,516.59,948.11
2025-08-15T10:00:03+00:00,0.07,0.11,505.96,947.64
2025-08-15T10:00:03+00:00,0.08,0.41,512.18,953.57
2025-08-15T10:00:03+00:00,0.07,0.15,504.23,962.9
2025-08-15T10:00:03+00:00,0.08,0.51,520.96,946.05
2025-08-15T10:00:03+00:00,0.06,0.13,497.9,957.6
2025-08-15T10:00:03+00:00,0.07,0.14,492.32,946.12
2025-08-15T10:00:03+00:00,0.07,0.51,492.88,951.47
2025-08-15T10:00:03+00:00,0.07,0.14,496.5,946.86
2025-08-15T10:00:03+00:00,0.06,0.12,524.71,951.08
2025-08-15T10:00:03+00:00,0.08,0.58,508.73,949.43
2025-08-15T10:00:03+00:00,0.06,0.13,507.3,954.39
2025-08-15T10:00:03+00:00,0.08,0.29,487.67,948.61
2025-08-15T10:00:03+00:00,0.05,0.09,512.3,951.15
2025-08-15T10:00:03+00:00,0.1,0.37,493.72,951.71
2025-08-15T10:00:03+00:00,0.08,0.56,526.55,961.95
2025-08-15T10:00:03+00:00,0.07,0.13,497.85,944.33
2025-08-15T10:00:03+00:00,0.06,0.13,505.35,957.78
2025-08-15T10:00:03+00:00,0.08,0.72,507.88,954.12
2025-08-15T10:00:03+00:00,0.06,0.12,500.82,935.46
2025-08-15T10:00:03+00:00,0.06,0.09,518.93,963.4
2025-08-15T10:00:03+00:00,0.06,0.13,502.3,939.39
2025-08-15T10:00:03+00:00,0.07,0.29,517.56,957.3
2025-08-15T10:00:03+00:00,0.06,0.1,514.84,960.19
2025-08-15T10:00:03+00:00,0.06,0.14,520.63,951.88
2025-08-15T10:00:03+00:00,0.07,0.13,520.71,939.91
2025-08-15T10:00:03+00:00,0.07,0.28,500.87,945.61
2025-08-15T10:00:03+00:00,0.06,0.12,482.68,949.1
2025-08-15T10:00:03+00:00,0.07,0.16,515.25,967.15
2025-08-15T10:00:03+00:00,0.08,0.19,508.82,943.01
2025-08-15T10:00:03+00:00,0.07,0.31,495.45,947.36
2025-08-15T10:00:03+00:00,0.07,0.13,503.64,952.23
2025-08-15T10:00:03+00:00,0.07,0.13,512.1,943.69
2025-08-15T10:00:03+00:00,0.06,0.49,521.73,955.86
2025-08-15T10:00:03+00:00,0.06,0.11,505.9,944.68
2025-08-15T10:00:03+00:00,0.08,0.18,512.62,960.62
2025-08-15T10:00:03+00:00,0.07,0.33,504.47,951.07
2025-08-15T10:00:03+00:00,0.07,0.14,513.64,944.01
2025-08-15T10:00:03+00:00,0.06,0.1,492.98,945.29
2025-08-15T10:00:03+00:00,0.07,0.13,503.45,938.93
2025-08-15T10:00:03+00:00,0.07,0.49,501.48,952.0
2025-08-15T10:00:03+00:00,0.07,0.18,520.78,950.82
2025-08-15T10:00:03+00:00,0.06,0.13,497.02,949.7
2025-08-15T10:00:03+00:00,0.07,0.86,516.58,955.04
2025-08-15T10:00:03+00:00,0.06,0.12,515.56,950.51
2025-08-15T10:00:03+00:00,0.07,0.11,509.25,946.06
2025-08-15T10:00:03+00:00,0.07,0.55,533.56,961.15
2025-08-15T10:00:03+00:00,0.07,0.13,524.19,956.23
2025-08-15T10:00:03+00:00,0.07,0.13,490.65,947.76
2025-08-15T10:00:03+00:00,0.06,0.13,514.13,958.48
2025-08-15T10:00:03+00:00,0.08,0.26,495.74,953.96
2025-08-15T10:00:03+00:00,0.06,0.12,503.4,959.59
2025-08-15T10:00:03+00:00,0.06,0.13,506.84,945.02
2025-08-15T10:00:03+00:00,0.07,0.12,504.31,954.27
2025-08-15T10:00:03+00:00,0.08,0.43,494.55,944.35
2025-08-15T10:00:03+00:00,0.07,0.13,498.63,950.04
2025-08-15T10:00:03+00:00,0.07,0.18,506.52,951.49
2025-08-15T10:00:03+00:00,0.07,0.13,494.75,952.13
2025-08-15T10:00:03+00:00,0.09,0.24,508.81,960.67
2025-08-15T10:00:03+00:00,0.06,0.11,487.11,945.71
2025-08-15T10:00:03+00:00,0.06,0.14,529.76,958.86
2025-08-15T10:00:03+00:00,0.08,0.32,491.71,951.08
2025-08-15T10:00:03+00:00,0.06,0.12,516.59,951.37
2025-08-15T10:00:03+00:00,0.08,0.13,505.44,940.16
2025-08-15T10:00:03+00:00,0.06,0.84,522.44,967.84
2025-08-15T10:00:03+00:00,0.06,0.12,490.8,952.11
2025-08-15T10:00:03+00:00,0.06,0.14,497.98,955.4
2025-08-15T10:00:03+00:00,0.06,0.1,506.18,943.11
2025-08-15T10:00:03+00:00,0.08,0.39,497.42,953.19
2025-08-15T10:00:03+00:00,0.08,0.13,500.48,947.98
2025-08-15T10:00:03+00:00,0.08,0.14,521.11,953.47
2025-08-15T10:00:03+00:00,0.07,0.66,508.22,951.04
2025-08-15T10:00:03+00:00,0.06,0.11,492.61,948.3
2025-08-15T10:00:03+00:00,0.06,0.11,532.25,960.11
2025-08-15T10:00:03+00:00,0.13,1.27,531.65,951.65
2025-08-15T10:00:03+00:00,0.08,0.15,501.71,945.03
2025-08-15T10:00:03+00:00,0.08,0.19,505.1,944.68
2025-08-15T10:00:03+00:00,0.06,0.1,510.35,958.17
2025-08-15T10:00:03+00:00,0.08,0.34,496.66,945.29
2025-08-15T10:00:03+00:00,0.06,0.12,499.52,946.11
2025-08-15T10:00:03+00:00,0.06,0.14,509.43,946.81
2025-08-15T10:00:03+00:00,0.07,0.12,498.74,943.65
2025-08-15T10:00:03+00:00,0.07,0.76,523.68,962.99
2025-08-15T10:00:03+00:00,0.07,0.14,502.56,948.49
2025-08-15T10:00:03+00:00,0.06,0.11,512.88,944.56
2025-08-15T10:00:03+00:00,0.06,0.11,516.71,960.02
2025-08-15T10:00:03+00:00,0.07,0.41,495.73,950.91
2025-08-15T10:00:03+00:00,0.07,0.17,505.95,944.39
2025-08-15T10:00:03+00:00,0.07,0.16,494.13,951.15
2025-08-15T10:00:03+00:00,0.07,0.14,503.01,955.87
2025-08-15T10:00:03+00:00,0.07,0.33,503.51,941.8
2025-08-15T10:00:03+00:00,0.06,0.12,531.97,969.09
2025-08-15T10:00:03+00:00,0.06,0.1,503.5,939.94
2025-08-15T10:00:03+00:00,0.06,0.14,523.62,959.43
2025-08-15T10:00:03+00:00,0.08,0.37,520.08,951.18
2025-08-15T10:00:03+00:00,0.06,0.11,521.17,953.17
2025-08-15T10:00:03+00:00,0.07,0.12,523.59,953.77
2025-08-15T10:00:03+00:00,0.06,0.12,503.77,948.83
2025-08-15T10:00:03+00:00,0.08,0.35,508.12,954.99
2025-08-15T10:00:03+00:00,0.06,0.12,516.03,944.51
2025-08-15T10:00:03+00:00,0.07,0.14,522.96,959.44
2025-08-15T10:00:03+00:00,0.07,0.13,502.03,941.31
2025-08-15T10:00:03+00:00,0.08,0.27,508.6,953.84
2025-08-15T10:00:03+00:00,0.06,0.11,501.58,953.09
2025-08-15T10:00:03+00:00,0.06,0.13,520.16,958.53
2025-08-15T10:00:03+00:00,0.06,0.38,499.17,941.46
2025-08-15T10:00:03+00:00,0.07,0.13,509.54,962.83
2025-08-15T10:00:03+00:00,0.06,0.12,492.06,938.97
2025-08-15T10:00:03+00:00,0.07,0.65,500.5,948.82
2025-08-15T10:00:03+00:00,0.07,0.12,501.03,950.26
2025-08-15T10:00:03+00:00,0.07,0.38,484.32,950.3
2025-08-15T10:00:03+00:00,0.06,0.13,513.03,941.24
2025-08-15T10:00:03+00:00,0.06,0.13,499.67,951.58
2025-08-15T10:00:03+00:00,0.06,0.11,489.5,948.8
2025-08-15T10:00:03+00:00,0.09,0.3,503.08,959.76
2025-08-15T10:00:03+00:00,0.08,0.19,502.0,943.22
2025-08-15T10:00:03+00:00,0.07,0.21,516.26,960.04
2025-08-15T10:00:03+00:00,0.06,0.16,506.18,950.03
2025-08-15T10:00:03+00:00,0.07,1.6,513.25,947.75
2025-08-15T10:00:03+00:00,0.08,0.18,509.66,953.72
2025-08-15T10:00:03+00:00,0.06,0.12,528.31,952.09
2025-08-15T10:00:03+00:00,0.08,0.95,490.28,952.04
2025-08-15T10:00:03+00:00,0.07,0.12,527.98,952.56
2025-08-15T10:00:03+00:00,0.07,0.12,518.05,958.11
2025-08-15T10:00:03+00:00,0.06,0.14,491.09,949.92
2025-08-15T10:00:03+00:00,0.06,0.44,504.73,946.67
2025-08-15T10:00:03+00:00,0.09,0.25,505.97,952.71
2025-08-15T10:00:03+00:00,0.06,0.14,499.39,943.67
2025-08-15T10:00:03+00:00,0.07,0.45,514.71,955.82
2025-08-15T10:00:03+00:00,0.07,0.25,523.77,965.75
2025-08-15T10:00:03+00:00,0.09,0.24,505.43,939.07
2025-08-15T10:00:03+00:00,0.09,0.23,514.3,961.63
2025-08-15T10:00:03+00:00,0.14,1.9,468.04,946.1
2025-08-15T10:00:03+00:00,0.1,0.35,514.5,955.32
2025-08-15T10:00:03+00:00,0.18,23.86,468.33,965.1
2025-08-15T10:00:03+00:00,0.11,0.3,506.97,948.52
2025-08-15T10:00:03+00:00,0.07,0.21,511.5,959.87
2025-08-15T10:00:03+00:00,0.09,0.24,507.85,947.55
2025-08-15T10:00:03+00:00,0.13,0.32,509.06,953.09
2025-08-15T10:00:03+00:00,0.18,2.03,484.38,951.41
2025-08-15T10:00:03+00:00,0.08,0.22,502.25,944.58
2025-08-15T10:00:03+00:00,0.07,0.16,508.11,955.23
2025-08-15T10:00:03+00:00,0.15,0.57,509.71,956.67
2025-08-15T10:00:03+00:00,0.08,0.25,504.61,945.02
2025-08-15T10:00:03+00:00,0.1,0.41,509.41,961.47
2025-08-15T10:00:03+00:00,0.07,0.16,502.44,952.24
2025-08-15T10:00:03+00:00,0.06,0.12,507.82,944.95
2025-08-15T10:00:03+00:00,0.07,0.42,495.89,945.4
2025-08-15T10:00:03+00:00,0.08,0.36,510.95,960.11
2025-08-15T10:00:03+00:00,0.08,0.21,505.89,953.6
2025-08-15T10:00:03+00:00,0.06,0.12,507.46,948.37
2025-08-15T10:00:03+00:00,0.1,1.33,494.85,943.14
2025-08-15T10:00:03+00:00,0.07,0.19,503.53,952.85
2025-08-15T10:00:03+00:00,0.08,0.16,508.69,958.49
2025-08-15T10:00:03+00:00,0.07,0.16,501.35,937.82
2025-08-15T10:00:03+00:00,0.11,0.64,506.46,959.33
2025-08-15T10:00:03+00:00,0.07,0.2,506.61,948.61
2025-08-15T10:00:03+00:00,0.08,0.19,508.83,959.71
2025-08-15T10:00:03+00:00,0.12,0.42,504.61,944.65
2025-08-15T10:00:03+00:00,0.15,1.76,503.42,952.29
2025-08-15T10:00:03+00:00,0.07,0.14,500.33,945.97
2025-08-15T10:00:03+00:00,0.08,0.27,509.26,951.72
2025-08-15T10:00:03+00:00,0.09,0.86,494.27,949.3
2025-08-15T10:00:03+00:00,0.14,0.24,517.03,958.32
2025-08-15T10:00:03+00:00,0.07,0.23,508.62,951.07
2025-08-15T10:00:03+00:00,0.11,0.71,521.21,948.47
2025-08-15T10:00:03+00:00,0.06,0.1,512.79,956.24
2025-08-15T10:00:03+00:00,0.08,0.47,505.97,956.11
2025-08-15T10:00:03+00:00,0.06,0.17,507.49,948.47
2025-08-15T10:00:03+00:00,0.07,0.18,501.59,944.93
2025-08-15T10:00:03+00:00,0.07,0.15,500.56,960.63
2025-08-15T10:00:03+00:00,0.07,0.69,502.01,947.54
2025-08-15T10:00:03+00:00,0.08,0.17,496.81,944.74
2025-08-15T10:00:03+00:00,0.06,0.15,512.19,956.67
2025-08-15T10:00:03+00:00,0.07,0.36,508.13,955.63
2025-08-15T10:00:03+00:00,0.07,0.18,496.1,939.0
2025-08-15T10:00:03+00:00,0.1,0.3,512.92,954.42
2025-08-15T10:00:03+00:00,0.07,0.14,511.2,956.02
2025-08-15T10:00:03+00:00,0.06,0.12,514.24,951.09
2025-08-15T10:00:03+00:00,0.07,0.35,506.19,942.6
2025-08-15T10:00:03+00:00,0.06,0.12,513.73,957.23
2025-08-15T10:00:03+00:00,0.07,0.12,498.44,943.6
2025-08-15T10:00:03+00:00,0.12,1.48,494.24,957.95
2025-08-15T10:00:03+00:00,0.12,0.77,502.79,952.33
2025-08-15T10:00:03+00:00,0.12,0.17,504.88,950.48
2025-08-15T10:00:03+00:00,0.07,0.12,511.69,951.16
2025-08-15T10:00:03+00:00,0.08,0.42,489.95,949.95
2025-08-15T10:00:03+00:00,0.06,0.14,505.95,952.49
2025-08-15T10:00:03+00:00,0.06,0.12,511.34,952.46
2025-08-15T10:00:03+00:00,0.06,0.13,508.39,949.21
2025-08-15T10:00:03+00:00,0.15,1.13,494.22,947.17
2025-08-15T10:00:03+00:00,0.08,0.16,508.68,948.4
2025-08-15T10:00:03+00:00,0.11,0.33,513.61,945.88
2025-08-15T10:00:03+00:00,0.11,0.2,517.77,961.06
2025-08-15T10:00:03+00:00,0.19,1.38,455.41,945.36
2025-08-15T10:00:03+00:00,0.12,0.27,504.92,951.19
2025-08-15T10:00:03+00:00,0.09,0.25,504.85,952.26
2025-08-15T10:00:03+00:00,0.08,0.25,510.12,951.52
2025-08-15T10:00:03+00:00,0.08,0.16,507.75,953.06
2025-08-15T10:00:03+00:00,0.1,0.45,492.06,949.07
2025-08-15T10:00:03+00:00,0.07,0.14,511.11,952.31
2025-08-15T10:00:03+00:00,0.07,0.16,506.39,946.87
2025-08-15T10:00:03+00:00,0.06,0.13,514.45,962.05
2025-08-15T10:00:03+00:00,0.07,0.83,501.41,942.04
2025-08-15T10:00:03+00:00,0.06,0.17,505.94,954.78
2025-08-15T10:00:03+00:00,0.06,0.1,506.79,948.83
2025-08-15T10:00:03+00:00,0.08,0.16,513.76,956.32
2025-08-15T10:00:03+00:00,0.08,0.15,503.22,945.42
2025-08-15T10:00:03+00:00,0.11,0.68,506.37,955.1
2025-08-15T10:00:03+00:00,0.08,0.19,502.93,948.42
2025-08-15T10:00:03+00:00,0.1,0.2,513.92,951.99
2025-08-15T10:00:03+00:00,0.12,1.07,513.12,954.34
2025-08-15T10:00:03+00:00,0.08,0.35,508.83,948.97
2025-08-15T10:00:03+00:00,0.08,0.19,504.94,944.07
2025-08-15T10:00:03+00:00,0.07,0.21,503.7,946.84
2025-08-15T10:00:03+00:00,0.1,1.78,488.24,954.08
2025-08-15T10:00:03+00:00,0.12,0.3,513.29,958.64
2025-08-15T10:00:03+00:00,0.09,0.2,504.21,945.21
2025-08-15T10:00:03+00:00,0.09,0.18,498.36,951.51
2025-08-15T10:00:03+00:00,0.06,0.12,512.93,959.03
2025-08-15T10:00:03+00:00,0.08,1.52,491.62,944.99
2025-08-15T10:00:03+00:00,0.08,0.16,499.65,951.57
2025-08-15T10:00:03+00:00,0.08,0.18,504.44,948.05
2025-08-15T10:00:03+00:00,0.08,0.64,492.98,960.97
2025-08-15T10:00:03+00:00,0.07,0.22,502.87,953.88
2025-08-15T10:00:03+00:00,0.08,0.19,498.85,945.61
2025-08-15T10:00:03+00:00,0.07,0.13,509.38,959.62
2025-08-15T10:00:03+00:00,0.08,1.16,493.06,942.15
2025-08-15T10:00:03+00:00,0.07,0.32,512.43,956.28
2025-08-15T10:00:03+00:00,0.07,0.14,511.06,952.81
2025-08-15T10:00:03+00:00,0.09,0.64,493.37,942.42
2025-08-15T10:00:03+00:00,0.08,0.18,510.88,952.36
2025-08-15T10:00:03+00:00,0.08,0.59,503.78,949.23
2025-08-15T10:00:03+00:00,0.08,0.17,504.69,952.48
2025-08-15T10:00:03+00:00,0.07,0.14,507.55,959.13
2025-08-15T10:00:03+00:00,0.08,0.45,502.17,946.94
2025-08-15T10:00:03+00:00,0.12,0.26,504.25,952.02
2025-08-15T10:00:03+00:00,0.12,0.25,523.64,966.76
2025-08-15T10:00:03+00:00,0.1,0.3,509.6,949.7
2025-08-15T10:00:03+00:00,0.08,0.2,514.4,956.35
2025-08-15T10:00:03+00:00,0.1,1.2,498.47,949.82
2025-08-15T10:00:03+00:00,0.08,0.17,507.67,958.32
2025-08-15T10:00:03+00:00,0.08,0.16,506.04,947.86
2025-08-15T10:00:03+00:00,0.1,0.25,511.47,956.08
2025-08-15T10:00:03+00:00,0.08,0.78,504.13,947.46
2025-08-15T10:00:03+00:00,0.08,0.16,505.94,949.23
2025-08-15T10:00:03+00:00,0.07,0.16,507.2,957.12
2025-08-15T10:00:03+00:00,0.08,0.43,500.99,948.73
2025-08-15T10:00:03+00:00,0.06,0.11,506.01,950.18
2025-08-15T10:00:03+00:00,0.07,0.2,508.26,948.95
2025-08-15T10:00:03+00:00,0.11,0.24,503.26,946.49
2025-08-15T10:00:03+00:00,0.08,0.6,504.92,949.93
2025-08-15T10:00:03+00:00,0.08,0.17,506.59,954.88
2025-08-15T10:00:03+00:00,0.06,0.11,511.08,949.33
2025-08-15T10:00:03+00:00,0.25,15.3,521.89,957.32
2025-08-15T10:00:03+00:00,0.08,0.18,504.58,954.77
2025-08-15T10:00:03+00:00,0.07,0.21,504.35,952.73
2025-08-15T10:00:03+00:00,0.08,0.23,503.55,956.23
2025-08-15T10:00:03+00:00,0.1,0.3,499.99,948.62
2025-08-15T10:00:03+00:00,0.06,0.12,508.68,951.11
2025-08-15T10:00:03+00:00,0.07,0.19,512.88,949.28
2025-08-15T10:00:03+00:00,0.08,0.48,508.86,957.85
2025-08-15T10:00:03+00:00,0.08,0.15,506.09,955.44
2025-08-15T10:00:03+00:00,0.06,0.13,507.85,946.09
2025-08-15T10:00:03+00:00,0.09,0.21,503.53,950.79
2025-08-15T10:00:03+00:00,0.08,0.24,506.16,956.13
2025-08-15T10:00:03+00:00,0.09,0.33,500.04,952.14
2025-08-15T10:00:03+00:00,0.07,0.14,507.16,949.53
2025-08-15T10:00:03+00:00,0.07,0.14,506.26,941.32
2025-08-15T10:00:03+00:00,0.07,0.15,510.22,953.9
2025-08-15T10:00:03+00:00,0.08,0.34,500.12,947.81
2025-08-15T10:00:03+00:00,0.07,0.14,509.79,951.96
2025-08-15T10:00:03+00:00,0.06,0.13,504.94,950.03
2025-08-15T10:00:03+00:00,0.06,0.12,503.92,946.11
2025-08-15T10:00:03+00:00,0.08,0.28,510.96,953.92
2025-08-15T10:00:03+00:00,0.09,0.22,502.8,948.44
2025-08-15T10:00:03+00:00,0.09,0.2,509.08,948.78
2025-08-15T10:00:03+00:00,0.09,0.26,509.7,955.7
2025-08-15T10:00:03+00:00,0.1,0.66,506.14,955.92
2025-08-15T10:00:03+00:00,0.07,0.13,505.34,945.5
2025-08-15T10:00:03+00:00,0.08,0.27,500.79,951.59
2025-08-15T10:00:03+00:00,0.07,0.18,511.04,955.53
2025-08-15T10:00:03+00:00,0.1,0.38,498.07,948.51
2025-08-15T10:00:03+00:00,0.07,0.13,497.35,945.75
2025-08-15T10:00:03+00:00,0.1,0.24,501.87,953.46
2025-08-15T10:00:03+00:00,0.08,0.2,503.21,945.07
2025-08-15T10:00:03+00:00,0.09,0.3,510.65,957.58
2025-08-15T10:00:03+00:00,0.06,0.14,511.08,955.19
2025-08-15T10:00:03+00:00,0.12,0.28,502.36,950.11
2025-08-15T10:00:03+00:00,0.07,0.19,501.5,942.82
2025-08-15T10:00:03+00:00,0.09,0.21,506.34,953.05
2025-08-15T10:00:03+00:00,0.06,0.18,504.51,952.21
2025-08-15T10:00:03+00:00,0.09,1.26,500.33,954.01
2025-08-15T10:00:03+00:00,0.1,0.35,493.05,942.02
2025-08-15T10:00:03+00:00,0.07,0.15,503.86,946.59
2025-08-15T10:00:03+00:00,0.07,0.13,506.05,953.23
2025-08-15T10:00:03+00:00,0.09,1.17,500.39,959.54
2025-08-15T10:00:03+00:00,0.08,0.17,504.57,946.92
2025-08-15T10:00:03+00:00,0.08,0.59,507.4,956.19
2025-08-15T10:00:03+00:00,0.07,0.16,505.33,946.8
2025-08-15T10:00:03+00:00,0.06,0.14,512.66,954.44
2025-08-15T10:00:03+00:00,0.07,0.18,513.0,955.24
2025-08-15T10:00:03+00:00,0.09,0.48,502.26,948.56
2025-08-15T10:00:03+00:00,0.09,0.22,506.84,956.15
2025-08-15T10:00:03+00:00,0.08,0.24,512.71,954.18
2025-08-15T10:00:03+00:00,0.07,0.13,506.78,949.14
2025-08-15T10:00:03+00:00,0.08,0.34,507.33,943.11
2025-08-15T10:00:03+00:00,0.09,0.16,499.35,950.54
2025-08-15T10:00:03+00:00,0.07,0.19,507.69,946.23
2025-08-15T10:00:03+00:00,0.06,0.12,505.09,953.29
2025-08-15T10:00:03+00:00,0.07,0.28,503.15,959.46
2025-08-15T10:00:03+00:00,0.07,0.12,503.7,949.59
2025-08-15T10:00:03+00:00,0.06,0.13,511.58,948.19
2025-08-15T10:00:03+00:00,0.06,0.12,510.0,951.62
2025-08-15T10:00:03+00:00,0.14,3.68,489.82,947.0
2025-08-15T10:00:03+00:00,0.08,0.25,501.82,966.43
2025-08-15T10:00:03+00:00,0.11,0.31,504.04,943.06
2025-08-15T10:00:03+00:00,0.1,0.21,511.98,954.73
2025-08-15T10:00:03+00:00,0.13,0.24,506.26,953.06
